data.file,"1-(2-Furanyl)-1,2-butanedione","16,17-Dihydroxy-9(11)-kauren-19-oic acid (i)","16,17-Dihydroxy-9(11)-kauren-19-oic acid (ii)",1-Methyl-2-pyrrolecarboxaldehyde,1-Methyl-2-pyrrolecarboxaldehyde (i),1-Methyl-2-pyrrolecarboxaldehyde (ii),"2,3-Pentanedione",2-Acetyl-5-methylthiophene,2-Ethylthiazole,Dihydroxynicotinamide (i),Dihydroxynicotinamide (ii),2'-Methoxypleurospermine,2-Methyl-5-(1-propenyl)pyrazine,2-Oxobutanoic acid (2-Ketobutyrate),"3-(3,4-Dihydroxyphenyl)-2-propenoic acid","3,4-Dicaffeoylquinic acid lactone","3,4-Dimethyl-1,2-cyclopentanedione",3-Methyl-5-O-Caffeoylquinic acid lactone,4-Coumaric acid,"4-Ethyl-1,2-dimethoxybenzene",4-Methylcatechol,4-O-p-Coumaroylquinic acid 1'-3-Lactone,Adenine,Aspartame (i),Aspartame (ii),Atractyligenin,Baptifoline,Benzenetriol (i),Benzenetriol (ii),Butanedione (iii),Cafamarine,Cafestol,Caffeic acid,Caffeine,Caffeoylquinic acid (i),Caffeoylquinic acid (ii),Caffeoylquinic acid (iii),Caffeoylquinic acid (iv),Caffeoylquinic acid (v),Caffeoylquinic acid derivative (i),Caffeoylquinic acid derivative (ii),Caffeoylquinic acid lactone (i),Caffeoylquinic acid lactone (ii),Campestanol (chalinastanol) (i),Caramel furanone,Cinnamoylglycine,Coixinden A,Coumaroylquinic acid (i),Coumaroylquinic acid (ii),Cyclo(isoleucyl-prolyl) (i),Cyclo(isoleucyl-prolyl) (ii),Cyclo(phenylalanyl-prolyl) (i),Cyclo(phenylalanyl-prolyl) (ii),Cyclo(prolyl-prolyl),Cyclo(prolyl-valyl),Cyclopentanone,Demethoxypleurospermine,"Diacetin (glycerol 1,2-diacetate) (i)","Diacetyl (2,3-Butanedione)",Dicaffeoylquinic acid (i),Dicaffeoylquinic acid (ii),Dihydroxycinnamoyl tryptophan,Ferulic acid,Feruloylquinic acid (i),Feruloylquinic acid (ii),Feruloylquinic acid (iii),Furfuyl alcohol (furanmethanol),Guanosine,Hydroxybenzoic acid (i),Hydroxybenzoic acid (ii),Hydroxycinnamoyl tryptophan,Hydroxyglutarate,Hypoxanthine,Kahweol,Liberine,Linoleic acid,Methionine,Nicotinic acid,Ochratoxin A (i),Ochratoxin A (ii),Paraxanthine,Phenylalanine,Scopoletin,Theobromine,Theophylline,Trigonelline,Trimethylamine,Xanthine
Brew-23.d,790929,523493,1309690,344040,118986,428661,103282,225811,24237,352955,311916,73351,138090,591727,574872,305415,363167,2682462,643748,2782296,417366,306026,60692,122872,94540,181120,29174,13304540,5927282,1019979,939064,98227,328352,60687536,36515131,13630724,18401848,3620337,1594248,3250744,919061,4536209,11245443,363443,3605820,607126,128056,1998988,396973,2346480,3007717,148183,278470,837985,684982,124257,76159,512287,1391571,478950,415995,237794,346823,14321525,2424766,631667,527674,197540,1053747,305713,74663,4574067,200964,340231,,218767,21629,3232290,7157,71017,216940,215620,670045,850602,66987,892227,578625,211962
Brew-28.d,1614858,2013367,3078464,2001164,592063,1818718,510873,924417,71743,764287,1240561,281028,580183,655035,538497,498458,1946626,4914712,1500135,1562030,543757,740494,245093,134013,312540,536407,379348,4551543,37270274,356266,315936,401628,2299840,22472779,26053474,10845069,13476809,9006995,2631177,1935528,634545,6572490,16246661,406832,4142510,660895,696533,2213168,565633,8320579,5058215,1303460,984807,3102198,3687852,515585,457108,1562048,10094620,637342,434442,836185,841324,11604126,2493479,1830953,2164254,310865,3926873,3586868,428124,4199007,798070,384604,,174864,185965,20144211,146272,48069,510936,913977,2954958,3073437,75231,3548764,682258,507417
Brew-29.d,637367,278022,677780,173680,128280,376988,102141,217655,15352,166800,361034,263437,40346,193137,584070,,263935,2199289,362500,2469303,122288,176161,132769,100530,81828,124560,647136,23338658,4244650,1828887,62046,53307,404102,16650225,7917307,4066687,4834258,2115170,648606,858582,329033,1266055,4518058,360679,1313930,470700,46316,597076,212490,4433870,7498932,1194560,2657567,1824093,1652944,92155,105161,385284,648625,284775,196799,554067,241006,5976234,1728990,1002435,587521,47885,1455429,585902,391626,710111,191435,352454,,183744,98265,2206146,99197,31340,,3886627,836750,165364,97121,1050382,679990,
Brew-32.d,621531,721754,1292686,365715,140954,330931,137775,113556,14565,37026,147261,73220,94208,118139,596226,181429,409613,2372101,719635,3413490,68780,235619,51564,,141718,238559,82251,728062,5292979,92664,135704,85565,678572,93810096,5529737,2064065,3075549,1625113,318581,727847,220259,2664716,7105409,376900,835446,201607,128788,369248,92167,2016061,1332546,385178,355346,959932,662449,128079,90550,237283,2035566,121928,91631,209663,358161,2625365,682519,468847,480556,54599,1266508,918562,114553,362631,296289,380890,105654,162595,41907,3655508,22993,13984,125181,207924,931359,398948,118201,672316,667471,
Brew-33.d,696250,355687,621034,451874,213598,479068,133347,210998,24504,456054,564375,124896,238857,343853,614909,336161,481225,3866971,634492,2977231,219274,232508,92270,93771,112386,120228,108922,2962483,5941254,265791,169513,40595,627977,26670305,21083574,8496795,10392937,3074810,1039034,2064551,659528,2872676,7717839,369669,2318188,259055,80731,1090160,254580,3686255,2939291,482847,461064,1199855,1471164,196709,151199,358233,2581710,339174,237671,1265898,82003,15989795,3537633,1188532,626797,289956,1523918,1017350,494604,1966963,305488,420799,58068,157026,30596,8915767,30089,46289,270695,295578,830230,804028,953956,692750,610672,282004
Brew-35.d,973266,629875,1104078,594544,187008,620438,170723,228863,27542,254742,220213,100891,108979,312399,562370,,681284,3263140,1038030,2411057,207051,442270,89789,57350,104191,315142,89388,3076832,10584255,273710,91761,75547,943506,32248455,14830267,5415744,6996645,3719201,1060847,1499207,450639,4444130,11172803,363245,1545382,504335,109627,1007389,198594,2671789,1922436,439937,470251,1330800,999895,141641,109399,685474,2456104,307374,209310,221842,570411,6088106,1248534,854025,776897,87068,2071836,968226,69967,1320032,409076,412017,,188173,63383,6476676,32346,33365,,364880,1290066,225200,,1421212,521125,170818
Brew-42.d,587938,739847,1439992,415228,166840,483150,112661,211312,23981,368938,412853,86896,173856,514676,624677,287889,413707,2734741,648867,2604193,356332,354181,71425,109241,115758,196838,49007,6964015,6637252,639276,569131,88458,427581,55336412,27954853,10626962,13796182,3904676,1393770,2320268,660306,4089384,10340430,379720,3451821,461276,111254,1702621,374586,2497070,2582016,245938,352902,963402,932316,166027,85652,470524,1941139,397583,251992,151516,228122,11471241,2036243,674107,535448,239310,1269911,467592,59996,3027148,267929,482557,,249732,26318,6884184,16938,59007,207830,287341,764040,767844,100791,841214,589350,157696
Brew-46.d,532870,609213,1492177,277346,156965,347574,71971,120111,16443,220189,387054,248434,192903,237663,672190,308847,286301,5323672,548946,2356179,169346,326363,62379,44203,47442,177879,93987,2934281,2650296,267416,351105,103445,349195,55556046,15236345,5963659,7837301,2169077,712080,1584558,481124,4118911,10798147,362024,787544,318196,78544,869716,162468,2619803,2025403,402386,404496,785133,1064716,87326,158853,256174,1070711,315978,220616,1129327,127714,10478145,2376616,865530,378861,265982,922701,503087,830617,1001348,340721,528266,217414,209805,37326,5862551,18506,41862,415304,2435974,942516,747042,547011,541336,637966,334863
Brew-49.d,916902,862456,2051099,543021,167939,580429,151602,205211,22587,251799,301367,80860,153011,349178,700298,264648,417523,3342568,835100,2704132,225670,517614,72353,90300,73622,259065,72242,5187265,7568378,435120,263597,142516,513401,60465511,20207047,6914653,9038372,3561913,1083568,1722663,485993,5750250,13722951,386019,2276632,587031,149116,1202145,357020,2191643,1897726,287867,367684,1038772,859105,149734,109048,429950,2153981,432024,378602,370526,488932,6647300,1267169,611372,552912,146115,1410551,644194,131358,1677835,303606,473229,50609,183891,37400,5826506,18688,37446,184382,250637,1033663,701475,90669,975223,499162,162474
Brew-51.d,652830,979971,2723072,357563,118034,458463,56040,173472,18017,209833,224093,90049,138368,280757,658515,246453,276615,3538916,587408,3430045,268233,536659,44224,83542,93573,298728,50220,3131598,5440566,389656,637239,183536,303950,96907407,24834632,8840145,12220228,3356272,1055669,2222258,663186,6471404,14948344,417422,1774938,662808,124518,1451454,275556,1753290,1798092,165630,263394,726458,561871,91821,84442,403755,1239956,801509,710477,314731,530780,8611920,1649537,571272,339012,153931,811097,358258,111623,2125624,191155,395893,38202,196063,39871,2763538,8107,57058,170811,227346,846502,610044,183518,743366,653607,87957
Brew-56.d,606233,979962,2352561,259354,130054,351731,65500,140300,18849,282183,297386,212427,156234,336241,532071,276522,257575,5584667,480177,2764982,293314,465285,60126,88945,67166,268309,72876,5285178,3189977,364693,374177,175881,279822,64350550,28868564,11530743,13995655,3352973,1207741,2549014,759593,6138660,14893715,342174,1219531,562278,89211,1496848,334311,2362241,2243356,262181,364457,731043,812469,75887,168727,382065,858425,1166333,961417,2883610,274167,17235477,3668267,974216,334271,292583,761995,351790,1036453,1749682,232874,435672,205582,182348,31877,4029889,8500,62978,309589,270707,976349,700492,665267,645423,596938,229018
Brew-58.d,1913052,2154298,3715656,2082442,448198,2076662,515870,1164449,98252,627400,863914,370342,327611,723564,648669,44347,2038939,6364063,1662913,1400292,534924,805847,280973,140779,441138,685830,335857,6614809,41568228,493645,83448,451938,2758721,68474296,28830856,12986853,14416216,11127817,3562888,2228262,739547,7402068,18557759,381854,4602313,728761,515868,2372497,948811,8547138,5586651,1314611,1091661,3289447,3492454,453002,361672,2312542,10216167,628944,517018,1018475,1131217,16363638,2864365,2623782,2442620,198438,4067411,3358930,511078,4190851,979845,464048,,235501,466431,25801158,121142,65864,42398,890707,3672544,1388075,,5054814,541111,581077
Brew-60.d,482892,577179,1370421,332608,145587,346624,74857,101379,10398,159082,248025,98461,116319,162354,545822,196402,292691,2620100,446255,2873359,121677,292737,54339,31789,43681,164152,80700,1401524,3393252,178880,125988,91205,405938,96934711,9054982,3196290,4632011,1508850,455722,1051524,276999,3006080,7642363,381982,1275024,280910,57050,652581,113357,1786670,1344053,325259,336880,720379,758863,108141,99686,197408,1384792,234853,190613,541555,143119,4102251,932414,467043,349058,82317,906606,592073,318960,746996,210991,451015,124393,139438,23176,3221614,14525,24166,227230,184599,689680,482406,392467,530170,545955,78442
Brew-62.d,568145,984017,2323177,281557,153728,352808,74289,143415,17781,266137,336499,247819,165699,275109,682523,286799,317677,5204954,553629,2585838,257936,428311,57956,72466,97777,264935,116410,3982664,2964785,307889,422800,178435,348659,21235938,22568079,9042518,11242249,3036589,983933,2093936,676672,5079350,12649376,359561,1272394,366584,81570,1330835,323460,2551062,2112651,397869,386562,759866,1006241,95003,205628,225077,1046381,819588,676522,1833400,198178,13367687,3101787,998036,386854,259314,874374,469060,1028274,1396180,267834,377585,92680,196554,29584,5423782,24157,51871,190242,331728,951316,663091,905804,616101,694578,232961
Brew-65.d,487471,484598,1319145,252343,99733,310657,44907,85516,11113,196929,218118,124054,132145,230126,669598,235372,178648,3862629,369843,1906484,150046,294650,26961,53327,26124,148552,37033,5938091,2499794,392430,225581,88746,172497,90967611,17222131,5787015,7965724,1599106,573783,1896039,478124,4563006,10846409,347333,1672915,423419,53786,777867,187614,1427447,1469787,162206,252273,523523,536202,70446,52936,309752,792568,677644,597743,1566234,147379,9608186,1879013,490854,279960,186005,766449,228828,690188,1073551,220125,447009,46511,195226,16513,2654601,6391,38356,156576,414461,744272,445714,366943,493658,577218,218239
Brew-68.d,557348,945834,1755299,405135,190250,338955,129450,105834,12645,105674,316597,110370,132392,90805,606485,189417,434676,2182875,617463,1591620,97895,343015,77061,31748,43158,249838,127935,647468,5033301,72852,99594,118939,590890,94520443,4764023,1868938,2744492,1426811,396517,635808,198490,2669924,6800347,336005,890676,219773,89563,545428,143875,2114563,1335928,453733,412139,1001042,823827,137432,164372,269413,1893233,107596,69588,104527,282990,2383279,618523,378818,448403,67767,1216101,1163076,72441,409167,254734,460393,,193674,26940,3882717,27752,18211,106241,252549,798244,479709,54593,608465,700443,72904
Brew-69.d,562005,228889,221348,157486,119716,337533,120519,,10608,166786,370904,393417,54431,212384,692219,257755,166251,3686580,310948,2065298,105953,154221,,69730,22836,59359,407376,26648238,2540121,2156779,49975,10293,179444,94213710,12338486,5510909,6927044,2219408,758154,1368461,507437,2362949,6911386,342556,938757,501984,,522344,117724,3869254,5849603,698629,1926909,1142070,1218179,64407,103634,455533,564148,611616,485390,2795298,184304,11350886,2773880,1065538,401036,170359,996663,271712,1781230,773196,1110,515476,36527,192747,76241,,,40246,163485,2150010,761527,383968,718271,733284,516740,336264
Brew-70.d,568926,936906,2998975,345805,100314,405556,72274,87206,14714,108977,129154,75605,50394,214949,616312,,238835,2675676,504762,2469643,196769,432009,30423,63751,51247,264342,36266,5485331,4017296,334999,238309,207789,261016,21662745,15105751,5131833,7506724,1781582,630575,1806127,461555,4977915,11395319,348535,1605379,517207,61843,1057921,201620,591754,666493,148551,235925,577928,381752,79709,73763,254007,1113017,414172,368189,255399,359198,5590001,1069199,408391,320177,108527,764065,357032,111136,1175226,210340,457208,,194198,23752,1959089,6432,30400,92857,275665,701160,388286,,656414,629901,68232
Brew-75.d,1087579,1671171,3711830,543468,228322,690667,111683,253339,26909,357769,391795,94473,203787,373168,660874,345598,522884,5191955,1037173,1760279,290616,823328,93666,72227,153000,458678,138116,5151507,9444537,416096,322536,309734,659695,54498738,21800287,7952223,11155895,4056388,1261959,2237736,619673,8527189,18928260,344326,2094289,852796,202598,1459814,238670,3196036,2643748,428522,530865,1290178,1123204,131496,156028,605952,1639287,637004,503305,465595,698447,8710363,1704533,803684,645022,169361,1653851,674762,226907,1794746,339831,477050,202357,170970,70620,4795666,26110,36003,316404,502325,1451162,1179113,82676,1437160,672873,233592
Brew-77.d,770785,513623,1308103,371543,112116,441360,87846,168550,18327,165042,191270,52465,94297,294475,784868,233403,345569,3069624,825737,1362292,175640,369325,52393,41286,67560,228210,63622,5353698,6434779,342177,196892,83075,508256,94804663,17894365,6004045,8529779,3215684,974893,1944215,473609,5188879,12604362,345311,993200,556956,92576,1013495,261959,2252756,1985429,237902,310552,911173,627042,82148,63118,435001,1282387,321145,308159,339723,523567,6621866,1326877,653925,531880,86107,1312653,447128,154412,1395244,274380,625426,,211414,61119,4012103,15283,46911,121384,313508,932135,541921,60787,939445,516309,134412
Brew-79.d,594979,414447,392958,81647,88412,267249,86437,143928,11643,193852,321085,273471,33350,171875,765394,240715,126452,2452746,193962,1598688,202717,129959,107574,78173,23957,98868,457029,28814749,1743437,2305649,135598,32786,,52205233,19896828,9018285,11004098,2181316,791164,2087340,779357,1450587,5011660,352093,638799,699566,35925,834938,221585,4934555,7621743,982050,2367881,1493046,1191615,16220,74344,385061,206623,952887,726712,3042953,137005,16329231,4073915,1158534,401411,307525,908694,174607,607787,2100682,219034,574204,44641,207270,142311,1294520,74650,52266,215875,1174547,834476,565901,1411205,769763,595720,202705
Brew-81.d,379426,324467,958069,195360,103606,271326,55048,107941,11382,147864,134559,102165,41309,180915,673470,,208338,3052652,343247,2435157,98035,210386,65393,48864,24742,98267,62180,1443767,1992130,175516,83993,67427,232843,18464197,8987695,3690832,5062445,1190622,387116,1194248,380048,2683844,6917503,334591,857104,340281,,521899,105906,732064,559527,257571,305242,580307,507867,63168,72267,131551,722218,295112,243094,706715,91781,6559624,1537945,600980,288548,92573,800212,469416,420085,616799,202058,394231,,153827,23361,2188408,15934,26350,47529,212175,588292,363848,310968,514893,774448,233805
Brew-84.d,1295359,2308894,6350291,570523,218810,866490,126217,632637,40911,738284,644525,288009,288308,859217,760892,404303,482996,5821637,792787,1132903,861237,930293,106786,269123,232498,648961,47095,17967374,11517072,1397944,2154857,577791,507183,56765360,52851429,23618807,31257774,7034600,3218630,4255965,1249414,10651969,22677618,344581,5894688,1527674,192125,4727366,869157,2968629,3839430,240646,448090,1089028,915012,197180,168668,806446,2216986,2855085,2375142,986894,933039,26570988,4177426,1095523,640581,454810,1391384,365249,301618,8879540,343966,490887,103183,164966,59958,6946488,34279,89726,510792,589892,1491417,1676816,199214,1688970,555388,700076
Brew-85.d,553544,479546,1226341,244466,109270,337897,72122,92176,12908,153513,127530,67582,53880,254899,805060,,228258,2047012,500128,1966757,177091,289187,34127,55323,33063,223533,32614,6385981,3182967,414853,223920,82534,248667,18402043,15271405,5140164,7875138,1714930,636669,1818937,462065,4338886,10408121,361767,1522728,579704,,896484,143589,1120606,1207399,163285,266108,618484,470990,58012,56985,295100,819172,420672,376490,147524,286155,4882505,957866,341778,310170,99004,732428,300247,31754,1300105,174208,562319,,176058,23404,2050355,6520,39450,,176437,569678,121139,,731609,932015,
Brew-87.d,743471,809818,2424000,265323,100498,406470,81490,142108,15535,277986,196602,44651,97423,414120,785068,252907,258212,2187953,573260,1986039,295988,363121,40619,90422,47936,282703,13033,15536975,3992152,964489,660447,166689,235105,66974381,27492475,9934076,12984276,2309122,1030109,2776737,785212,5857320,13735539,380593,2475077,860852,90475,1470442,269832,1390880,1968922,111473,238216,629058,407438,64708,47966,404905,824597,826130,778320,522441,497372,9757223,1688759,392121,384020,141763,862438,248342,186087,2978596,190235,555533,22335,153322,20462,2828347,9857,52373,218228,217027,702442,661726,97707,794814,535625,93179
Brew-88.d,477176,522911,1143143,297463,145629,309056,86626,92270,10345,145216,215971,96082,108995,154489,652903,194711,270620,2290653,448015,2085907,126807,228082,56088,27781,39590,144244,89640,1193378,3099281,139702,97356,73924,399653,97961917,8001611,3139844,4376189,1339378,400201,1063263,319216,2451719,6537865,339984,685601,327242,63332,579967,114977,1850442,1393785,331836,349136,770749,752599,99004,97257,169340,1122797,220266,206274,520358,115447,4514862,1102866,488970,366587,91024,967986,679705,276279,764646,213463,478044,148845,179658,23347,5087761,14924,25045,232077,375966,653325,451789,428715,540079,641395,146818
Brew-89.d,612742,418032,593317,102544,131565,263632,119561,158021,12897,115879,411727,397908,44147,183457,765279,268750,203831,3106644,381766,1339121,144769,202439,125130,57267,36480,128798,511993,25228036,2695546,1873153,143369,46901,256077,57548338,11764920,5579595,7388231,2204631,729605,1355713,505395,1763411,5876275,336116,798818,437042,68826,630407,152987,4688367,6794141,920757,2104762,1466575,1263795,59204,110099,370869,364171,467937,384956,1829206,185216,11142622,2842095,1113533,481234,177223,1236520,371676,944116,1070531,252069,500782,40371,187756,97631,2590131,66620,40701,169797,2867178,885768,527909,566160,731508,696512,260164
Brew-92.d,546509,953598,2028783,209034,112203,275210,63191,115297,10487,175899,163892,90464,71632,264874,737302,189993,235898,2007748,546197,1331176,220432,375102,43005,49447,42713,234238,40166,6709702,2804999,404539,301595,149293,244854,98242139,17462137,6219673,9149350,1951148,734590,1839749,531803,4518653,11247315,350115,894919,526334,96396,1077493,195637,1338969,1422113,159674,264530,668850,465446,55253,81654,217756,641348,432492,407120,195629,362327,6453458,1288765,378865,308908,147055,834825,240442,77413,1422399,176507,425311,54645,233382,26232,2437775,5518,39374,151942,288486,658283,515179,75680,570547,730033,90330
Brew-94.d,1499548,2028318,2959796,1625101,507702,1314343,468918,563180,44566,537229,901899,185114,422828,343776,834557,446859,1673074,4329029,1846357,1380769,296648,785124,192422,,288046,518035,289401,2020073,26889047,233332,117223,273184,2268300,63699277,13649370,5631334,7479278,5126183,1447511,1315396,425348,5138803,13069985,343355,2975844,362190,425377,1341447,353409,5649318,3854617,1230149,859938,2661456,2678047,424880,306098,1145468,7914252,272347,171322,444380,805433,6734650,1441965,1159433,1743390,125066,3676664,4018831,339608,1759402,702822,627219,,174333,139072,22871476,127412,29436,221565,735196,2382217,1687423,,2415412,787426,440247
Brew-95.d,547365,798460,1015472,301926,177095,226426,124675,110621,10196,105808,236182,76077,116112,41858,809251,187606,412164,1466978,582900,1195138,91787,243388,80268,,93314,195902,155737,345721,4968958,36020,37994,67649,842861,97986878,2973480,1321476,2008297,1288314,315480,436963,134749,1517110,4629947,356822,224265,118876,125257,362001,181895,2475019,1414215,569783,432872,1223659,924806,65679,89162,334680,1282929,49126,69009,70928,338141,1849112,470047,345504,506090,40489,1486559,1657949,61906,342568,266196,552725,207356,163418,48837,7297624,37563,10987,125289,503533,778309,503224,103360,672821,621707,
Brew-L133.d,515057,73852,70214,78766,129103,217596,75852,148879,7567,143475,390188,416373,23963,155797,1002183,232297,145359,2968748,224284,1192622,75461,104094,73437,38234,19667,37031,455494,20940643,1753214,1319185,30642,,158250,52215143,8443558,3884293,5541317,1515931,513899,962071,332038,1297791,4367446,335182,612447,381767,37965,317092,79558,3538359,5529582,762039,1840600,1120459,1217836,41242,76461,355348,258216,430890,319032,1762348,77521,9299041,2367296,980923,319473,171319,846085,270665,1207154,703971,205109,772391,,197528,58095,5370969,28502,25579,154701,2564806,669707,460372,1035648,552026,503271,313213
Brew-L36.d,308408,195887,152868,50220,71546,98006,72604,262226,8158,18288,127514,77012,,97286,915809,113429,127145,524579,193902,1816638,61986,25489,52574,24511,18860,57010,262774,10030774,1071456,687528,156278,,51073,87013389,5202377,2565908,3259465,669930,233084,548358,214234,224525,694307,321435,286439,283514,,208728,109897,2450800,2993383,585477,950877,845696,625613,18939,56175,175049,205722,271948,225081,746095,48052,4307075,1330252,503534,282015,78872,813376,1158075,171562,5466221,292292,560566,16322,174730,54888,3696299,12754,21642,163583,1395337,720834,469803,888480,277442,752243,444752
Brew-L54.d,399958,146396,87879,57926,78820,140203,90582,17894,8958,,169771,121274,,129314,801939,139729,87163,731790,194515,953231,54724,49138,57238,28897,18409,51343,362799,25853754,1006498,1749432,65371,,95156,90837326,4580382,2350842,3003343,799127,286516,523536,209481,245956,1112611,312255,3416576,295556,,196903,69697,2884688,3667959,707709,1233423,907598,737597,23936,57752,148378,182143,215413,148447,886193,80372,4094936,1294453,569999,333621,100109,964007,479029,314504,2007733,184426,515575,28006,180829,133755,3471013,14130,18838,144482,1030045,637404,432590,1146717,382658,827355,223904
Brew-01.d,1827837,3225864,6750253,959799,351827,1441685,171697,810814,67606,1011912,918121,443589,555463,1086033,384828,516722,953999,8792803,1523526,5229449,700235,887781,149491,173274,385411,883425,204267,12561783,18772679,1002813,921357,779041,1001286,79229695,46333898,21258606,24263585,10254962,3986044,4464689,1727319,12378254,27442917,383547,5100587,1563951,439593,3480929,769139,7001154,6060823,687397,842533,1899568,2594363,263053,452039,1408695,3534349,2032584,1525752,6260471,922637,26760725,4739971,2014176,1182505,510758,2293557,775714,2857082,5835044,544576,327610,189590,161037,198900,8599407,47705,86688,651052,962555,2994598,2375105,241974,3383424,673800,455205
Brew-02.d,572416,854462,2780282,356420,99671,422383,79286,107962,16528,91797,123848,78778,63592,225613,388698,,244339,2698810,532301,3213821,197641,418300,39301,57680,46156,266007,42076,5665641,4053917,383789,242358,216260,273931,22905035,15427119,5052008,7365781,1802484,620281,2084853,548104,4937716,11412772,370673,1576003,517941,76564,1038635,210030,749765,684509,150548,238368,630810,410895,91487,89734,289786,1142719,370846,304786,252286,388852,5360540,1139198,464532,313807,121463,799502,373051,96196,1207614,214479,342072,,148087,21024,2408018,4886,40273,93857,328021,741034,427208,,704756,651167,75389
Brew-03.d,1465242,2225337,3814986,1053398,352837,1212921,342112,698691,72745,651665,751564,353086,373385,886422,439522,443326,1522559,5391928,1547457,4447865,579951,664799,167279,138805,307623,741138,191255,8107595,23871592,577389,467443,421386,1680830,60250410,34428160,15044718,18870414,9161368,3335468,3245756,1127005,7887229,17566986,370667,3533494,786666,520689,2918341,665191,6313966,4921066,825324,739258,2361845,2559008,339989,494611,1209526,5703468,815033,530600,757585,795114,16251783,3157003,1920087,1779065,329176,3390947,1984124,536788,4291359,724826,332786,160686,152022,57171,15511344,74508,74057,456270,997990,2917165,1950953,157334,3023940,709283,566534
Brew-06.d,572347,800911,2137010,316960,93864,402905,66493,113866,13190,150305,147891,53975,104250,196627,508301,220845,229656,2822894,492233,3331963,191419,455140,49755,50070,46383,247147,45009,4132322,4165689,297598,296305,162750,270059,98059864,16688659,5157441,8300238,1970274,674680,2294566,561786,5538464,12492612,363905,1326882,590697,102500,991085,200229,1396530,1419078,145227,242098,639473,442282,67187,61951,261967,941718,379476,372637,255660,441070,5394844,1049300,403298,301575,122936,698455,252144,96257,1218100,178434,352292,54774,157220,43319,587319,10193,33157,141695,4779601,753290,535288,,669530,674648,82561
Brew-07.d,474271,531945,1117575,403614,155462,383840,114319,115119,10443,133736,256903,92676,119333,173307,490856,229029,266727,2460892,551654,3087371,122413,253695,51913,44751,53284,139840,77521,1306948,3497263,147083,123022,78347,419630,98693428,8151985,2987065,4342643,1371673,443222,1278314,369357,2537586,6671984,418820,1024482,316113,56222,612512,159882,1928527,1435866,339584,333171,789185,886583,118994,112559,329705,1477327,223187,156084,570195,168725,4549568,1113551,491862,375489,87475,976774,712637,342627,718911,221517,310843,99896,172914,30197,3200779,14394,26110,209796,191653,754881,493198,443759,580433,723411,145316
Brew-08.d,671506,357571,668954,181914,144168,331662,120056,153266,11980,144311,400509,334590,66536,166184,499041,255949,295814,2355837,549348,2696757,145473,202414,138000,60313,95592,161184,593349,22771717,4167407,1713463,120583,44673,443869,99720901,6894212,3285334,4250769,1701208,575068,1085451,409042,1435254,4783959,371938,1111158,276764,71786,606862,134669,4879965,7123058,1007739,2331201,1826698,1404955,114795,139571,441971,811852,220399,150003,760012,265975,5934893,1616679,778351,599539,120201,1490663,671134,587473,630225,243535,333524,100766,146181,51373,3186011,100488,28136,191273,3548599,819510,483972,464273,830149,749243,142984
Brew-09.d,1018316,1328097,3168566,543721,302935,719857,183499,349781,36095,683192,953539,673223,434841,527895,435767,506099,584393,8882211,882633,4402725,371065,552161,123710,156391,126241,376828,217313,6564103,6671048,493260,859914,273783,599170,65894017,28940550,12577395,14874248,4770612,1719851,3016007,1115411,6692461,16045950,354268,3262512,550005,203257,1818984,476935,4888494,3779741,754443,654867,1220987,2207125,227214,524119,620440,2494176,1016664,770819,4015868,229738,21523286,5386939,2008091,720045,547721,1699691,860969,2651866,2627868,516810,319823,266515,157928,80065,8676941,35642,65437,517088,955925,1760925,1696021,933278,1216732,706305,535291
Brew-102.d,659377,939263,2674539,324513,114195,440490,64854,124455,15298,259258,180900,68550,89054,382972,789488,158431,268154,3147108,614389,2554342,223743,402500,39236,65796,42081,290986,33662,10649665,4287929,680294,399584,194138,255390,93865592,23248892,8211307,12298607,2497892,972961,2289192,654390,6264513,14487789,333113,2787918,806907,106270,1198041,189924,1337717,1529952,142279,257508,685272,423376,85371,48872,393557,1000188,739421,659110,582064,464421,8126259,1564357,512391,379499,138944,978931,305856,203936,2145297,216063,626937,28659,177910,32910,2908964,5371,46196,152949,291639,846579,531462,100141,808803,728947,238842
Brew-103.d,470498,526401,1192530,314455,140208,312481,95318,106894,10801,103671,221945,94470,124925,169219,782955,202335,251853,2486834,456291,2210238,103934,259906,61062,38681,34832,142145,86325,1167913,3142903,137283,123927,82941,363093,94817866,8238116,3259082,4703819,1375990,448134,1035837,303464,2553241,6734909,361401,943355,306736,60521,568481,113237,1817156,1368728,337623,352501,764594,754037,99600,105784,176819,1272049,215301,165049,567615,144986,4187241,1063526,510196,344954,83105,905271,698124,321037,705555,213348,575507,65084,185508,29426,5978704,18612,25981,204981,230964,626647,445879,434858,550904,480910,221145
Brew-104.d,1809191,2420732,2664049,1819017,719947,1103142,685447,1242325,78837,748695,1513753,210592,531374,410775,828425,103027,3319053,2919451,1663589,,402624,577143,254825,61535,771502,680479,541338,1353195,39646441,118045,,361722,4518134,80547341,12501302,5431734,7342337,6335031,1736503,1124701,334548,3037033,8637687,344875,2406355,476354,601931,1473684,650240,10885802,6323825,2657778,1386998,4499686,5257301,453127,355204,2285526,11449225,109281,41694,357803,881162,7609863,1397394,1713007,3004773,200167,5180138,10073526,276764,2076217,1244609,553512,,175080,377842,34839509,345924,,294074,1248424,3051731,1559518,184092,4792360,616640,829553
